record_id,insect_id,plant_name,plant_family,observation_type,plant_part,life_stage,reference,notes
hostplant-000001,species-0002,マキノゴケ,マキノゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000003,species-0003,オオウロコゴケ,ウロコゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000002,species-0003,マキノゴケ,マキノゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000004,species-0008,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000005,species-0009,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000006,species-0010,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000007,species-0011,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000008,species-0012,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000009,species-0015,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000010,species-0016,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000011,species-0017,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000012,species-0018,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000013,species-0019,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000014,species-0020,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000015,species-0021,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000016,species-0022,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000017,species-0023,ジャゴケ,ジャゴケ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000018,species-0024,ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000019,species-0025,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000020,species-0026,ウラジロノキ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,可能性が高い
hostplant-000021,species-0027,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000022,species-0028,ケヤマハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000023,species-0028,ハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000024,species-0028,ハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,タニガワハンノキなど
hostplant-000026,species-0029,ブナ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000025,species-0029,ミズメ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000027,species-0030,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000028,species-0031,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000029,species-0032,アカシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000030,species-0032,イヌシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000031,species-0032,サワシバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000035,species-0040,アカメガシワ,トウダイグサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000033,species-0040,キリ,キリ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000034,species-0040,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000032,species-0040,ヤナギ類ギンドロ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000036,species-0041,キリ,キリ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000037,species-0041,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000038,species-0041,ジャガイモ,ナス科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000042,species-0044,イタヤカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000039,species-0044,ウリカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000040,species-0044,ウリハダカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000041,species-0044,ミネカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000043,species-0045,ミヤマウリカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000044,species-0046,イタヤカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000045,species-0046,イロハモミジ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000046,species-0047,ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000047,species-0048,ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000048,species-0049,ヤマグワ,クワ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000050,species-0050,オノオレカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000049,species-0050,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000051,species-0052,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000052,species-0052,ダケカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000055,species-0053,アカシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-004428,species-0053,アサダ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-004431,species-0053,アサダ属 Ostrya,カバノキ科,国外,葉,幼虫,日本産蛾類標準図鑑3,ヨーロッパ
hostplant-000053,species-0053,イヌシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-004429,species-0053,クマシデ,,国外,葉,幼虫,日本産蛾類標準図鑑3,ヨーロッパ
hostplant-000054,species-0053,ツノハシバミ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-004430,species-0053,ハシバミ属 Corylus,,国外,葉,幼虫,日本産蛾類標準図鑑3,ヨーロッパ
hostplant-000056,species-0054,セイヨウハコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000057,species-0055,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000058,species-0056,ハンノキの一種,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000059,species-0058,チヂミザサ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000061,species-0059,ケヤマハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000060,species-0059,ヤマハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000063,species-0060,クロウメモドキ,クロウメモドキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000062,species-0060,クロツバラ,クロウメモドキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000065,species-0061,カラムシ,イラクサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000064,species-0061,コアカソ,イラクサ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000066,species-0062,コゴメヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000067,species-0064,セイヨウハコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000070,species-0065,シバヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000068,species-0065,ネコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000069,species-0065,バッコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000071,species-0066,ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000072,species-0067,クサボケ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000073,species-0068,リンゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000074,species-0069,ウラジロノキ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000075,species-0070,ズミ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000076,species-0071,エゴノキ,エゴノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000078,species-0073,ツツジ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000077,species-0073,ヤマツツジ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000081,species-0075,エビガライチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000080,species-0075,フユイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000079,species-0075,モミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000082,species-0076,フユイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000084,species-0077,クサイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000083,species-0077,モミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000085,species-0081,オヒョウ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000086,species-0081,ハルニレ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000087,species-0082,ケヤキ,ニレ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000088,species-0083,スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000090,species-0084,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000089,species-0084,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000091,species-0084,ナラガシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000094,species-0085,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000093,species-0085,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000092,species-0085,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000097,species-0086,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000096,species-0086,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000095,species-0086,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000098,species-0087,アカガシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000099,species-0087,アラカシ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000100,species-0088,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000101,species-0089,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000102,species-0090,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000103,species-0090,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000104,species-0090,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000105,species-0091,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000106,species-0091,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000107,species-0091,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000108,species-0092,スダジイ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000109,species-0093,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000111,species-0094,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000110,species-0094,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000112,species-0094,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000113,species-0098,セイヨウミザクラ,バラ科,野外（国内）,枝,幼虫,日本産蛾類標準図鑑3,
hostplant-000114,species-0099,コケモモ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000115,species-0100,オトギリソウ,オトギリソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000116,species-0111,ヤマナラシ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000117,species-0113,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000118,species-0114,オニグルミ,クルミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000119,species-0116,イタヤカエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000120,species-0116,イロハモミジ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000121,species-0118,キンミズヒキ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000122,species-0119,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000123,species-0119,ナンキンナナカマド,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000124,species-0126,シラカンバ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000125,species-0133,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000126,species-0135,ヤマモモ,ヤマモモ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000128,species-0141,サンカクヅル,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000127,species-0141,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000129,species-0142,ノブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000131,species-0143,ブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,栽培
hostplant-000130,species-0143,ヤマブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000133,species-0144,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000132,species-0144,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000135,species-0145,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000134,species-0145,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000137,species-0146,クマノミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000136,species-0146,ミズキ,ミズキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000139,species-0147,ブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,栽培
hostplant-000138,species-0147,ヤマブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000140,species-0148,不明,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000141,species-0149,ヤマブドウ,ブドウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000142,species-0150,タマアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000144,species-0151,ツルアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000143,species-0151,ヤマアジサイ,アジサイ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000145,species-0152,イスノキ,マンサク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000146,species-0154,サカキ,モッコク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000147,species-0155,ムカゴトラノオ,タデ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000149,species-0163,オオスズメノカタピラ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000148,species-0163,ネズミムギ,イネ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000153,species-0165,オオタチヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000152,species-0165,ネコヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000151,species-0165,マルバヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000150,species-0165,ヤマヤナギ,ヤナギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000154,species-0172,オトコエシ,スイカズラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000155,species-0179,オトコエシ,スイカズラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000157,species-0199,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000158,species-0199,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000156,species-0199,ナラガシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000159,species-0200,ベニバナイチャクソウ,イチャクソウ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000161,species-0201,オオカメノキ,ガマズミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000160,species-0201,ガマズミ,ガマズミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000162,species-0202,オオカメノキ,ガマズミ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000163,species-0204,コバノミツバツツジ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000164,species-0204,ゴヨウツツジ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000165,species-0205,イヌシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000166,species-0206,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000167,species-0207,シラカンバ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,可能性が高い
hostplant-000170,species-0208,アズキナシ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000169,species-0208,イヌシデ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000168,species-0208,カエデ,ムクロジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000174,species-0208,クリ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000171,species-0208,ネジキ,ツツジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000173,species-0208,ハリギリ,ウコギ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000172,species-0208,フジ,マメ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000175,species-0209,アズキナシ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000176,species-0210,リョウブ,リョウブ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000177,species-0211,ハンノキ,カバノキ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000179,species-0213,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000178,species-0213,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000181,species-0214,アベマキ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000182,species-0214,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000180,species-0214,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000184,species-0214,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000183,species-0214,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000186,species-0215,カシワ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000185,species-0215,クヌギ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000188,species-0215,コナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000187,species-0215,ミズナラ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000190,species-0218,テリハノイバラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000189,species-0218,ノイバラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000191,species-0218,バラ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,栽培
hostplant-000196,species-0219,キンミズヒキ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000193,species-0219,クマイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000197,species-0219,ダイコンソウ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000194,species-0219,ナガバモミジイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000192,species-0219,ニガイチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000195,species-0219,バライチゴ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000199,species-0220,ハマヒサカキ,モッコク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000198,species-0220,ヒサカキ,モッコク科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000200,species-0221,ワレモコウ,バラ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000201,species-0223,粉状地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000202,species-0224,粉状地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000203,species-0225,地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000204,species-0226,粉状地衣類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000205,species-0229,ツリガネタケ,多孔菌科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000206,species-0231,ヒトクチタケ,多孔菌科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000207,species-0232,サルノコシカケ類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000208,species-0235,オオミダレアミタケ,多孔菌科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000209,species-0236,マンネンタケ,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000210,species-0237,サルノコシカケ類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000211,species-0238,シイタケ,キシメジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,シイタケ栽培の害虫。幼虫は梢木と子実体を食する
hostplant-000212,species-0243,シイタケ,キシメジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000213,species-0250,サルノコシカケ類,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000214,species-0252,シイタケ,キシメジ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000216,species-0252,ツツハナバチの集めた花粉団子,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000215,species-0252,貯蔵穀物,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000217,species-0257,ツリガネタケ,ブナ科,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,ブナに付着; その表面で羽化殻が確認されている
hostplant-000218,species-0258,リョウメンシダ,オシダ科,野外（国内）,胞子,幼虫,日本産蛾類標準図鑑3,
hostplant-000219,species-0260,アリの巣,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000220,species-0260,アリ類幼虫,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,ケアリ属やアミメアリ属
hostplant-000221,species-0260,昆虫の死骸,,飼育,葉,幼虫,日本産蛾類標準図鑑3,与えれば食べる
hostplant-000222,species-0262,枯れ葉,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000223,species-0264,キノコも関係しているようである,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000224,species-0267,羊毛と毛皮,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000225,species-0267,羊毛と毛皮の加工品,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000226,species-0267,羽毛や鳥のペレット,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000227,species-0268,哺乳類の毛や鳥類の羽毛,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000228,species-0268,鰹節,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,またその加工品。鰹節も食する。フクロウの巣や鳥類のペリットなどから発生する
hostplant-000230,species-0269,これらの加工品,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000229,species-0269,哺乳類の毛や鳥類の羽毛,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000233,species-0270,ハトの巣,,国外,葉,幼虫,日本産蛾類標準図鑑3,ヨーロッパ
hostplant-000234,species-0270,モグラの巣,,国外,葉,幼虫,日本産蛾類標準図鑑3,ヨーロッパ
hostplant-000231,species-0270,動物の毛や鳥の羽,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,
hostplant-000232,species-0270,毛織物,,野外（国内）,葉,幼虫,日本産蛾類標準図鑑3,毛織物
